filepath,label,split
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\988.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\542.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\609.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\64.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\926.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\856.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\229.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\617.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\199.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\732.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\283.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\257.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\816.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\781.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\33.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\884.png,real,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\92.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\614.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\981.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\429.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\193.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\790.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\163.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\917.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\863.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\42.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\96.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\717.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\707.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\340.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\492.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\50.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\968.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\451.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\681.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\381.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\973.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\93.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\958.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\175.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\266.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\762.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\37.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\886.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\920.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\943.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\997.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\19.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\655.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\989.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\197.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\994.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\666.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\667.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\240.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\219.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\152.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\332.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\432.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\737.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\475.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\496.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\513.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\312.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\126.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\944.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\867.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\139.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\975.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\196.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\367.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\173.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\185.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\898.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\893.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\489.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\98.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\191.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\119.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\169.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\298.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\354.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\353.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\479.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\616.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\829.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\52.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\115.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\730.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\494.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\210.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\945.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\895.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\452.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\174.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\481.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\987.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\977.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\282.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\103.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\633.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\337.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\40.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\883.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\906.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\867.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\380.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\362.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\880.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\804.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\370.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\137.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\260.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\313.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\27.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\880.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\604.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\424.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\47.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\255.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\772.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\621.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\917.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\918.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\690.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\265.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\603.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\270.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\570.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\85.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\438.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\275.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\971.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\837.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\817.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\773.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\112.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\395.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\686.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\606.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\899.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\986.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\309.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\456.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\692.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\953.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\539.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\121.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\499.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\220.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\828.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\365.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\659.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\382.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\401.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\213.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\181.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\794.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\427.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\845.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\80.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\801.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\472.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\236.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\596.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\668.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\813.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\936.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\3.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\411.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\886.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\448.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\274.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\999.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\477.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\36.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\718.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\574.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\495.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\740.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\797.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\959.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\962.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\412.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\855.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\602.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\490.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\889.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\20.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\648.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\167.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\630.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\66.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\755.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\505.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\142.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\914.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\259.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\25.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\937.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\301.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\277.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\960.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\392.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\818.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\858.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\860.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\627.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\996.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\619.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\434.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\555.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\75.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\864.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\221.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\223.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\991.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\733.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\46.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\622.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\153.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\887.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\987.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\211.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\239.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\271.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\874.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\506.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\470.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\652.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\852.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\524.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\685.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\323.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\955.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\727.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\896.png,real,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\335.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\823.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\32.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\736.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\939.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\1.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\898.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\72.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\113.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\894.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\129.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\675.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\809.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\356.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\947.png,real,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\856.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\865.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\383.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\982.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\912.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\394.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\942.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\713.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\135.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\375.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\393.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\264.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\741.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\284.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\642.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\885.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\278.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\777.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\485.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\750.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\986.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\951.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\373.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\955.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\228.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\460.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\644.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\440.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\44.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\700.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\295.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\662.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\871.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\350.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\673.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\701.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\680.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\677.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\288.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\763.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\589.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\245.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\158.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\569.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\590.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\418.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\483.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\349.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\963.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\771.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\873.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\839.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\698.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\782.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\168.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\252.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\900.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\625.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\624.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\106.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\15.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\971.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\423.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\888.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\143.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\769.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\803.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\967.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\862.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\916.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\104.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\289.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\518.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\977.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\89.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\882.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\30.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\601.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\310.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\62.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\215.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\980.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\806.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\97.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\719.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\415.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\341.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\879.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\684.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\6.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\739.png,fake,train
